"PVWatts Hourly PV Performance Data"
"Requested Location","5230 Dexter Ann Arbor Rd"
"Location","Lat, Lng: 42.29, -83.82"
"Latitude (DD)","42.29"
"Longitude (DD)","-83.82"
"Elevation (m)","268.2799987793"
"DC System Size (kW)","20"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","225"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","Yes (0.7)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","6","3","0","0","13","1.1","0.16","0","13","0","0"
"6","6","4","0","0","13","1.1","0.16","0","13","0","0"
"6","6","5","192","24","14","1.7","0.16","45.309","14.434","574.403","474.778"
"6","6","6","523","62","17","2.2","0.16","67.252","17.988","1121.048","1002.053"
"6","6","7","687","85","19","2.3","0.16","202.411","22.548","2810.152","2631.306"
"6","6","8","774","102","22","2.5","0.16","410.659","30.085","6583.682","6271.124"
"6","6","9","823","117","23","2.7","0.16","611.288","35.219","10030.217","9595.535"
"6","6","10","834","139","24","2.8","0.16","787.561","39.717","12616.868","12090.531"
"6","6","11","844","150","25","2.9","0.16","921.411","43.217","14484.741","13892.218"
"6","6","12","487","394","26","3","0.16","902.668","43.525","14055.102","13477.803"
"6","6","13","458","383","27","3.2","0.16","890.894","43.765","13871.565","13300.769"
"6","6","14","353","385","27","3.3","0.16","776.903","41.38","12245.442","11732.266"
"6","6","15","263","345","27","3.2","0.16","627.516","38.8","10034.962","9600.112"
"6","6","16","147","275","26","2.9","0.16","417.634","34.238","6809.557","6488.996"
"6","6","17","33","169","25","2.4","0.16","198.37","29.263","3256.724","3062.054"
"6","6","18","397","89","23","2","0.16","278.033","29.516","4596.5","4354.357"
"6","6","19","139","35","21","1.9","0.16","71.304","22.625","963.263","849.859"
"6","6","20","0","0","20","2.2","0.16","0","20","0","0"
"6","6","21","0","0","20","2.5","0.16","0","20","0","0"
"6","6","22","0","0","20","3","0.16","0","20","0","0"
"6","6","23","0","0","20","3.4","0.16","0","20","0","0"
"6","7","0","0","0","20","3.5","0.16","0","20","0","0"
"6","7","1","0","0","20","3.7","0.16","0","20","0","0"
"6","7","2","0","0","20","3.7","0.16","0","20","0","0"
"6","7","3","0","0","20","3.4","0.16","0","20","0","0"
"6","7","4","0","0","20","2.7","0.16","0","20","0","0"
"6","7","5","88","25","21","2.3","0.16","35.152","21.43","428.633","334.173"
"6","7","6","365","83","22","2.3","0.16","79.298","23.35","1297.182","1171.946"
"6","7","7","550","118","23","2.4","0.16","205.852","26.701","2940.465","2757.002"
"6","7","8","671","138","24","2.3","0.16","399.139","32.182","6361.162","6056.49"
"6","7","9","750","148","26","2","0.16","596.853","39.615","9607.816","9188.101"
"6","7","10","699","214","27","1.7","0.16","755.927","45.629","11793.763","11296.591"
"6","7","11","726","223","27","1.6","0.16","893.553","49.684","13651.266","13088.277"
"6","7","12","732","227","28","1.9","0.16","977.066","51.38","14787.163","14183.923"
"6","7","13","602","307","28","2.2","0.16","960.092","49.639","14619.177","14021.89"
"6","7","14","580","292","28","2.4","0.16","914.496","47.87","14082.369","13504.104"
"6","7","15","548","261","28","2.4","0.16","809.503","45.61","12670.517","12142.279"
"6","7","16","512","213","27","2.2","0.16","658.879","41.904","10568.297","10114.549"
"6","7","17","429","164","26","2","0.16","463.883","36.931","7647.971","7297.702"
"6","7","18","302","104","25","2.1","0.16","249.135","30.715","4090.624","3866.405"
"6","7","19","103","33","24","2.5","0.16","61.445","25.251","831.048","722.33"
"6","7","20","0","0","24","2.8","0.16","0","24","0","0"
"6","7","21","0","0","23","2.7","0.16","0","23","0","0"
"6","7","22","0","0","23","2.7","0.16","0","23","0","0"
"6","7","23","0","0","22","2.6","0.16","0","22","0","0"
"6","8","0","0","0","22","2.7","0.16","0","22","0","0"
"6","8","1","0","0","21","2.8","0.16","0","21","0","0"
"6","8","2","0","0","21","2.9","0.16","0","21","0","0"
"6","8","3","0","0","21","3","0.16","0","21","0","0"
"6","8","4","0","0","21","3.1","0.16","0","21","0","0"
"6","8","5","61","22","21","3.4","0.16","29.38","21.316","358.131","266.17"
"6","8","6","296","94","22","3.7","0.16","88.887","23.285","1459.476","1328.49"
"6","8","7","490","138","23","3.8","0.16","211.152","26.077","3090.871","2902.078"
"6","8","8","624","161","25","3.8","0.16","401.215","31.411","6426.328","6119.346"
"6","8","9","707","174","26","4.1","0.16","593.512","35.496","9702.987","9279.901"
"6","8","10","730","198","27","4.4","0.16","764.183","38.91","12258.579","11744.937"
"6","8","11","759","201","28","4.2","0.16","897.794","42.515","14135.006","13554.875"
"6","8","12","774","197","29","3.9","0.16","983.501","45.663","15253.696","14633.926"
"6","8","13","712","231","29","3.8","0.16","994.855","46.132","15394.762","14769.993"
"6","8","14","472","336","29","3.8","0.16","853.356","43.657","13352.017","12799.63"
"6","8","15","512","262","29","3.8","0.16","777.426","42.394","12325.59","11809.574"
"6","8","16","298","259","28","3.6","0.16","529.762","37.376","8599.45","8215.466"
"6","8","17","315","195","27","3.6","0.16","419.834","34.451","6958.103","6632.279"
"6","8","18","169","116","26","3.7","0.16","201.252","29.495","3303.913","3107.571"
"6","8","19","47","25","25","4","0.16","37.334","25.597","505.392","408.212"
"6","8","20","0","0","25","4.3","0.16","0","25","0","0"
"6","8","21","0","0","24","4.3","0.16","0","24","0","0"
"6","8","22","0","0","23","4","0.16","0","23","0","0"
"6","8","23","0","0","23","3.7","0.16","0","23","0","0"
"6","9","0","0","0","22","3.5","0.16","0","22","0","0"
"6","9","1","0","0","22","3.3","0.16","0","22","0","0"
"6","9","2","0","0","21","2.9","0.16","0","21","0","0"
"6","9","3","0","0","21","2.7","0.16","0","21","0","0"
"6","9","4","0","0","21","2.5","0.16","0","21","0","0"
"6","9","5","0","10","21","2.9","0.16","9.76","21.177","112.338","29.086"
"6","9","6","0","26","21","3.3","0.16","25.408","21.465","395.986","302.684"
"6","9","7","0","104","22","3.7","0.16","100.586","23.724","1645.091","1507.528"
"6","9","8","42","236","22","3.8","0.16","238.318","25.967","3925.965","3707.582"
"6","9","9","89","336","22","3.6","0.16","373.869","28.456","6148.812","5851.663"
"6","9","10","70","390","22","4","0.16","434.521","29.096","7098.608","6767.804"
"6","9","11","182","461","21","4","0.16","627.299","31.323","10202.615","9761.825"
"6","9","12","64","441","21","3.8","0.16","511.587","29.648","8317.555","7943.56"
"6","9","13","21","332","21","3.6","0.16","353.862","27.142","5766.099","5482.512"
"6","9","14","446","342","22","3.5","0.16","833.588","36.978","13392.232","12838.42"
"6","9","15","369","322","22","3.2","0.16","700.576","35.204","11396.407","10913.316"
"6","9","16","40","246","21","2.8","0.16","290.398","26.795","4812.456","4562.66"
"6","9","17","214","184","20","2.4","0.16","336.424","27.295","5697.846","5416.678"
"6","9","18","26","98","19","2.1","0.16","114.083","21.596","1899.921","1753.328"
"6","9","19","0","22","18","2.4","0.16","21.514","18.451","313.249","222.878"
"6","9","20","0","0","16","3.2","0.16","0","16","0","0"
"6","9","21","0","0","15","3.7","0.16","0","15","0","0"
"6","9","22","0","0","13","3.5","0.16","0","13","0","0"
"6","9","23","0","0","12","3.2","0.16","0","12","0","0"
"6","10","0","0","0","11","3","0.16","0","11","0","0"
"6","10","1","0","0","11","2.9","0.16","0","11","0","0"
"6","10","2","0","0","10","2.6","0.16","0","10","0","0"
"6","10","3","0","0","10","2.3","0.16","0","10","0","0"
"6","10","4","0","0","10","2.3","0.16","0","10","0","0"
"6","10","5","0","4","10","2.6","0.16","3.898","10.075","45.705","0"
"6","10","6","0","76","11","2.8","0.16","72.06","12.425","1223.42","1100.798"
"6","10","7","0","87","12","3.2","0.16","84.911","13.576","1438.796","1308.542"
"6","10","8","0","96","14","3.6","0.16","94.153","15.636","1568.53","1433.68"
"6","10","9","0","143","16","4","0.16","139.894","18.284","2316.479","2155.125"
"6","10","10","10","226","17","4.2","0.16","229.093","20.632","3798.106","3584.253"
"6","10","11","63","424","18","4","0.16","479.114","25.852","7907.052","7547.602"
"6","10","12","15","279","18","3.7","0.16","291.762","22.98","4802.825","4553.37"
"6","10","13","15","277","19","3.4","0.16","291.703","24.219","4783.52","4534.75"
"6","10","14","1","141","18","2.8","0.16","140.503","20.771","2286.414","2126.126"
"6","10","15","6","191","18","2.3","0.16","195.921","22.247","3228.558","3034.886"
"6","10","16","12","204","18","2.4","0.16","214.804","22.588","3581.038","3374.876"
"6","10","17","0","60","17","2.8","0.16","58.785","18.168","960.595","847.286"
"6","10","18","129","105","16","3","0.16","171.347","19.324","2917.599","2734.946"
"6","10","19","0","27","15","3","0.16","26.517","15.5","396.602","303.278"
"6","10","20","0","0","15","3","0.16","0","15","0","0"
"6","10","21","0","0","14","2.9","0.16","0","14","0","0"
"6","10","22","0","0","14","2.5","0.16","0","14","0","0"
"6","10","23","0","0","13","2.1","0.16","0","13","0","0"
"6","11","0","0","0","13","1.8","0.16","0","13","0","0"
"6","11","1","0","0","13","1.9","0.16","0","13","0","0"
"6","11","2","0","0","13","1.9","0.16","0","13","0","0"
"6","11","3","0","0","13","1.4","0.16","0","13","0","0"
"6","11","4","0","0","13","1","0.16","0","13","0","0"
"6","11","5","0","4","14","1","0.16","3.898","14.105","44.873","0"
"6","11","6","0","20","14","1.2","0.16","19.535","14.539","310.571","220.295"
"6","11","7","0","47","16","1.6","0.16","46.014","17.156","748.786","642.983"
"6","11","8","0","134","17","2","0.16","130.368","19.996","2160.124","2004.311"
"6","11","9","12","229","19","2","0.16","229.494","24.259","3776.115","3563.041"
"6","11","10","189","415","21","2.1","0.16","551.179","33.415","8916.28","8521.07"
"6","11","11","336","427","23","2.5","0.16","736.818","38.509","11699.003","11205.19"
"6","11","12","504","390","24","3","0.16","914.785","41.762","14345.653","13758.058"
"6","11","13","277","450","23","3.2","0.16","767.609","37.386","12223.793","11711.385"
"6","11","14","795","154","23","3.1","0.16","981.349","41.916","15532.459","14902.811"
"6","11","15","36","305","22","3.1","0.16","352.427","28.666","5767.862","5484.213"
"6","11","16","102","274","22","3","0.16","371.242","29.186","6148.377","5851.245"
"6","11","17","264","179","21","2.6","0.16","369.798","28.747","6247.884","5947.225"
"6","11","18","491","77","20","2","0.16","310.123","27.275","5195.387","4932.023"
"6","11","19","217","36","19","2","0.16","93.341","21.085","1286.828","1161.959"
"6","11","20","0","0","17","3","0.16","0","17","0","0"
"6","11","21","0","0","16","3.9","0.16","0","16","0","0"
"6","11","22","0","0","14","4.1","0.16","0","14","0","0"
"6","11","23","0","0","13","3.8","0.16","0","13","0","0"
"6","12","0","0","0","11","3.5","0.16","0","11","0","0"
"6","12","1","0","0","10","3.3","0.16","0","10","0","0"
"6","12","2","0","0","10","3.1","0.16","0","10","0","0"
"6","12","3","0","0","9","2.9","0.16","0","9","0","0"
"6","12","4","0","0","9","3","0.16","0","9","0","0"
"6","12","5","200","27","9","3.8","0.16","50.063","9.342","676.887","573.631"
"6","12","6","101","93","10","4.3","0.16","84.246","11.231","1448.256","1317.667"
"6","12","7","718","86","12","4.5","0.16","208.673","14.567","2983.836","2798.835"
"6","12","8","808","102","13","4.6","0.16","423.278","19.007","7078.77","6748.67"
"6","12","9","80","332","15","4.5","0.16","364.832","20.534","6182.051","5883.725"
"6","12","10","38","352","16","4.3","0.16","373.053","21.835","6241.853","5941.408"
"6","12","11","28","358","17","4.1","0.16","381.738","23.154","6331.178","6027.568"
"6","12","12","88","460","18","3.8","0.16","554.822","27.388","9115.664","8713.389"
"6","12","13","30","368","18","3.6","0.16","409.094","25.121","6741.595","6423.442"
"6","12","14","50","377","19","3.3","0.16","443.065","27.105","7288.188","6950.667"
"6","12","15","15","248","18","3.1","0.16","263.028","22.955","4364.094","4130.186"
"6","12","16","119","277","18","3","0.16","397.289","25.7","6682.692","6366.626"
"6","12","17","110","189","17","2.5","0.16","276.502","22.864","4721.521","4474.948"
"6","12","18","469","73","16","1.8","0.16","296.753","23.256","5046.68","4788.585"
"6","12","19","193","39","15","1.2","0.16","91.945","17.458","1305.624","1180.09"
"6","12","20","0","0","14","1","0.16","0","14","0","0"
"6","12","21","0","0","13","0.8","0.16","0","13","0","0"
"6","12","22","0","0","13","0.8","0.16","0","13","0","0"
"6","12","23","0","0","12","0.8","0.16","0","12","0","0"
"6","13","0","0","0","12","0.8","0.16","0","12","0","0"
"6","13","1","0","0","11","1","0.16","0","11","0","0"
"6","13","2","0","0","10","1.2","0.16","0","10","0","0"
"6","13","3","0","0","9","1.5","0.16","0","9","0","0"
"6","13","4","0","0","9","1.8","0.16","0","9","0","0"
"6","13","5","221","25","10","2.6","0.16","50.85","10.391","686.137","582.554"
"6","13","6","552","62","12","3","0.16","68.298","12.853","1164.435","1043.903"
"6","13","7","717","83","14","3.3","0.16","205.562","17.005","2901.132","2719.062"
"6","13","8","812","97","17","3.8","0.16","419.814","23.661","6893.258","6569.731"
"6","13","9","870","105","19","4.1","0.16","629.05","29.058","10579.061","10124.931"
"6","13","10","901","112","20","4.3","0.16","811.515","32.828","13367.333","12814.404"
"6","13","11","920","115","21","4.2","0.16","954.645","36.446","15423.618","14797.826"
"6","13","12","928","115","22","4.2","0.16","1047.078","39.009","16698.376","16027.415"
"6","13","13","898","130","22","4.2","0.16","1067.072","39.384","16993.952","16312.517"
"6","13","14","881","124","22","4.1","0.16","1028.446","39.021","16469.476","15806.626"
"6","13","15","846","117","22","4","0.16","923.575","37.534","14992.114","14381.613"
"6","13","16","791","107","21","3.7","0.16","767.631","34.523","12739.925","12209.228"
"6","13","17","701","93","20","3.1","0.16","562.438","30.907","9566.176","9147.937"
"6","13","18","0","45","18","2.2","0.16","44.04","18.979","713.326","608.779"
"6","13","19","292","33","16","1.5","0.16","107.734","18.666","1487.986","1355.99"
"6","13","20","0","0","14","1.2","0.16","0","14","0","0"
"6","13","21","0","0","12","1","0.16","0","12","0","0"
"6","13","22","0","0","12","1","0.16","0","12","0","0"
"6","13","23","0","0","11","1.1","0.16","0","11","0","0"
"6","14","0","0","0","10","1.2","0.16","0","10","0","0"
"6","14","1","0","0","10","1.2","0.16","0","10","0","0"
"6","14","2","0","0","9","1.2","0.16","0","9","0","0"
"6","14","3","0","0","9","1.2","0.16","0","9","0","0"
"6","14","4","0","0","9","1.5","0.16","0","9","0","0"
"6","14","5","37","25","10","2.2","0.16","29.476","10.468","384.453","291.559"
"6","14","6","268","84","13","2.8","0.16","80.191","14.34","1361.378","1233.867"
"6","14","7","331","154","15","3.1","0.16","197.165","18.339","3082.819","2894.312"
"6","14","8","604","154","17","3.7","0.16","385.093","23.24","6357.502","6052.959"
"6","14","9","594","222","18","4","0.16","570.004","27.229","9598.936","9179.537"
"6","14","10","576","290","19","3.9","0.16","732.72","31.212","12075.796","11568.631"
"6","14","11","398","393","20","3.8","0.16","758.853","32.906","12335.718","11819.343"
"6","14","12","453","401","21","3.8","0.16","875.236","35.955","14040.809","13464.016"
"6","14","13","890","136","22","3.6","0.16","1065.054","40.941","16855.02","16178.508"
"6","14","14","877","129","22","3.4","0.16","1029.96","40.925","16366.21","15707.019"
"6","14","15","845","122","21","3.2","0.16","934.726","38.771","15091.65","14477.622"
"6","14","16","791","111","20","3.1","0.16","772.669","34.961","12798.859","12266.074"
"6","14","17","474","140","19","2.8","0.16","467.886","28.509","7984.499","7622.305"
"6","14","18","560","71","18","2","0.16","334.808","25.871","5654.96","5375.311"
"6","14","19","275","35","15","1.4","0.16","106.425","17.7","1488.756","1356.732"
"6","14","20","0","0","13","1.3","0.16","0","13","0","0"
"6","14","21","0","0","13","1.3","0.16","0","13","0","0"
"6","14","22","0","0","12","1.4","0.16","0","12","0","0"
"6","14","23","0","0","12","1.5","0.16","0","12","0","0"
"6","15","0","0","0","11","1.4","0.16","0","11","0","0"
"6","15","1","0","0","11","1.3","0.16","0","11","0","0"
"6","15","2","0","0","11","1.3","0.16","0","11","0","0"
"6","15","3","0","0","11","1.5","0.16","0","11","0","0"
"6","15","4","0","0","11","2.1","0.16","0","11","0","0"
"6","15","5","90","26","12","3.4","0.16","36.715","12.373","480.658","384.355"
"6","15","6","414","69","14","4.5","0.16","69.674","14.781","1177.082","1056.102"
"6","15","7","168","174","16","5","0.16","186.025","18.506","3029.934","2843.3"
"6","15","8","259","253","17","5.2","0.16","335.451","21.526","5625.012","5346.424"
"6","15","9","336","317","18","5.3","0.16","502.37","24.859","8477.707","8098.037"
"6","15","10","320","388","19","5.4","0.16","626.416","27.546","10411.532","9963.339"
"6","15","11","66","428","20","5.4","0.16","485.677","26.621","7993.896","7631.37"
"6","15","12","406","407","21","5.1","0.16","834.269","32.943","13536.995","12978.055"
"6","15","13","66","433","21","4.6","0.16","514.612","28.788","8404.12","8027.057"
"6","15","14","217","422","20","4.1","0.16","670.278","30.948","10969.406","10501.445"
"6","15","15","60","334","19","3.7","0.16","406.448","26.004","6748.641","6430.239"
"6","15","16","12","204","19","3.2","0.16","214.75","22.988","3573.179","3367.296"
"6","15","17","0","103","18","2.6","0.16","101.818","20.096","1687.383","1548.321"
"6","15","18","0","71","16","2","0.16","70.242","17.625","1167.672","1047.026"
"6","15","19","0","29","16","1.8","0.16","28.556","16.677","431.279","336.725"
"6","15","20","0","0","15","1.6","0.16","0","15","0","0"
"6","15","21","0","0","15","1.5","0.16","0","15","0","0"
"6","15","22","0","0","15","1.6","0.16","0","15","0","0"
"6","15","23","0","0","15","1.8","0.16","0","15","0","0"
"6","16","0","0","0","14","1.9","0.16","0","14","0","0"
"6","16","1","0","0","14","2","0.16","0","14","0","0"
"6","16","2","0","0","14","2.2","0.16","0","14","0","0"
"6","16","3","0","0","14","2.1","0.16","0","14","0","0"
"6","16","4","0","0","14","1.9","0.16","0","14","0","0"
"6","16","5","0","11","15","2","0.16","10.738","15.23","129.159","45.311"
"6","16","6","0","3","16","2.2","0.16","2.926","16.065","42.017","0"
"6","16","7","0","66","17","2.5","0.16","64.676","18.356","1062.531","945.61"
"6","16","8","396","223","18","3.1","0.16","362.091","24.521","5982.416","5691.164"
"6","16","9","763","143","19","3.9","0.16","598.097","28.832","10048.503","9613.173"
"6","16","10","460","331","20","4.3","0.16","680.865","30.716","11218.591","10741.8"
"6","16","11","371","407","20","4.3","0.16","747.813","31.834","12199.295","11687.755"
"6","16","12","14","274","20","4.1","0.16","285.728","24.599","4670.416","4425.653"
"6","16","13","29","367","21","3.8","0.16","406.869","27.872","6632.004","6317.735"
"6","16","14","105","418","21","3.6","0.16","542.786","30.499","8854.938","8461.901"
"6","16","15","290","344","21","3.4","0.16","652.094","32.88","10678.998","10221.327"
"6","16","16","255","271","21","3","0.16","509.412","30.92","8464.331","8085.135"
"6","16","17","681","92","20","2.5","0.16","550.274","31.845","9320.675","8911.135"
"6","16","18","0","3","19","1.6","0.16","2.927","19.074","41.411","0"
"6","16","19","274","34","17","1.1","0.16","105.887","19.887","1473.589","1342.102"
"6","16","20","0","0","15","1.1","0.16","0","15","0","0"
"6","16","21","0","0","14","1.2","0.16","0","14","0","0"
"6","16","22","0","0","14","1.2","0.16","0","14","0","0"
"6","16","23","0","0","13","1.1","0.16","0","13","0","0"
"6","17","0","0","0","13","1.1","0.16","0","13","0","0"
"6","17","1","0","0","13","1.2","0.16","0","13","0","0"
"6","17","2","0","0","12","1.3","0.16","0","12","0","0"
"6","17","3","0","0","12","1.4","0.16","0","12","0","0"
"6","17","4","0","0","12","1.4","0.16","0","12","0","0"
"6","17","5","143","25","14","1.9","0.16","42.027","14.438","546.349","447.719"
"6","17","6","437","71","16","2.3","0.16","72.803","17.145","1220.246","1097.736"
"6","17","7","608","100","18","2.4","0.16","198.426","21.478","2821.497","2642.249"
"6","17","8","710","119","20","2.8","0.16","394.361","27.355","6383.863","6078.386"
"6","17","9","775","132","21","2.8","0.16","594.279","32.641","9841.571","9413.573"
"6","17","10","817","140","22","2.7","0.16","772.296","37.67","12472.832","11951.599"
"6","17","11","843","142","23","2.5","0.16","910.002","42.31","14361.177","13773.032"
"6","17","12","852","142","24","2.4","0.16","997.933","45.659","15496.83","14868.445"
"6","17","13","30","352","25","2.3","0.16","392.127","33.518","6245.865","5945.278"
"6","17","14","828","134","25","2.2","0.16","986.398","47.348","15278.223","14657.584"
"6","17","15","121","359","25","2","0.16","501.172","36.649","8025.544","7661.896"
"6","17","16","38","247","24","1.8","0.16","289.781","30.999","4718.454","4471.989"
"6","17","17","284","179","23","1.4","0.16","383.645","33.262","6372.076","6067.017"
"6","17","18","318","94","22","1","0.16","253.293","29.443","4193.842","3965.967"
"6","17","19","11","35","21","0.8","0.15","38.773","22.169","573.38","473.791"
"6","17","20","0","0","19","0.9","0.15","0","19","0","0"
"6","17","21","0","0","18","0.9","0.15","0","18","0","0"
"6","17","22","0","0","17","0.9","0.15","0","17","0","0"
"6","17","23","0","0","17","0.9","0.15","0","17","0","0"
"6","18","0","0","0","17","0.8","0.15","0","17","0","0"
"6","18","1","0","0","17","0.8","0.15","0","17","0","0"
"6","18","2","0","0","16","0.7","0.15","0","16","0","0"
"6","18","3","0","0","16","0.7","0.15","0","16","0","0"
"6","18","4","0","0","16","0.7","0.15","0","16","0","0"
"6","18","5","0","12","16","0.9","0.15","11.68","16.322","138.905","54.711"
"6","18","6","30","88","17","1.3","0.15","80.404","19.105","1334.142","1207.597"
"6","18","7","106","174","18","1.4","0.15","172.949","22.343","2811.41","2632.519"
"6","18","8","369","229","19","1.4","0.15","356.252","28.011","5807.189","5522.146"
"6","18","9","585","225","21","1.6","0.15","563.626","34.999","9206.769","8801.265"
"6","18","10","362","373","22","1.7","0.15","641.911","37.79","10262.413","9819.503"
"6","18","11","765","192","23","1.8","0.15","890.481","44.708","13899.918","13328.117"
"6","18","12","778","192","24","1.8","0.15","979.459","47.97","15049.371","14436.841"
"6","18","13","830","151","25","1.9","0.15","1024.349","49.648","15647.998","15014.256"
"6","18","14","809","148","25","2","0.15","988.087","48.328","15234.154","14615.076"
"6","18","15","761","146","25","2.1","0.15","883.193","45.46","13875.993","13305.04"
"6","18","16","429","231","24","2","0.15","613.325","38.45","9949.851","9518.017"
"6","18","17","295","178","24","1.9","0.15","388.853","33.349","6459.89","6151.719"
"6","18","18","335","92","22","1.5","0.15","258.219","28.75","4290.418","4059.12"
"6","18","19","170","41","20","1.2","0.15","90.143","22.425","1281.831","1157.14"
"6","18","20","0","0","19","1.6","0.15","0","19","0","0"
"6","18","21","0","0","17","2.2","0.15","0","17","0","0"
"6","18","22","0","0","16","2.6","0.15","0","16","0","0"
"6","18","23","0","0","15","2.7","0.15","0","15","0","0"
"6","19","0","0","0","14","2.5","0.15","0","14","0","0"
"6","19","1","0","0","13","2.4","0.15","0","13","0","0"
"6","19","2","0","0","13","2.2","0.15","0","13","0","0"
"6","19","3","0","0","13","2.2","0.15","0","13","0","0"
"6","19","4","0","0","13","2.5","0.15","0","13","0","0"
"6","19","5","0","23","13","2.9","0.15","22.493","13.4","278.183","189.054"
"6","19","6","100","92","15","2.9","0.15","83.095","16.511","1396.991","1268.219"
"6","19","7","558","116","18","2.9","0.15","200.697","21.31","2906.59","2724.327"
"6","19","8","348","234","20","3.1","0.15","352.444","26.402","5784.177","5499.95"
"6","19","9","394","299","22","3.1","0.15","517.614","31.676","8522.86","8141.59"
"6","19","10","429","340","23","3.1","0.15","662.559","35.529","10707.203","10248.533"
"6","19","11","188","460","24","3.1","0.15","629.141","35.917","10051.43","9615.997"
"6","19","12","406","407","25","3.1","0.15","831.714","40.882","13080.086","12537.335"
"6","19","13","184","467","26","3.2","0.15","679.169","38.716","10731.126","10271.608"
"6","19","14","234","421","25","3.1","0.15","684.747","38.068","10901.772","10436.208"
"6","19","15","256","352","25","2.9","0.15","628.254","37.437","10093.377","9656.457"
"6","19","16","63","265","24","2.7","0.15","329.065","30.708","5389.376","5119.138"
"6","19","17","20","165","23","2.3","0.15","179.003","26.922","2950.887","2767.054"
"6","19","18","49","106","22","1.7","0.15","132.725","25.295","2190.236","2033.356"
"6","19","19","0","30","20","1.3","0.15","29.472","20.785","439.754","344.901"
"6","19","20","0","0","19","1.3","0.15","0","19","0","0"
"6","19","21","0","0","18","1.2","0.15","0","18","0","0"
"6","19","22","0","0","17","1.1","0.15","0","17","0","0"
"6","19","23","0","0","16","0.9","0.15","0","16","0","0"
"6","20","0","0","0","15","0.9","0.15","0","15","0","0"
"6","20","1","0","0","15","0.9","0.15","0","15","0","0"
"6","20","2","0","0","15","0.9","0.15","0","15","0","0"
"6","20","3","0","0","14","0.9","0.15","0","14","0","0"
"6","20","4","0","0","14","0.9","0.15","0","14","0","0"
"6","20","5","0","20","16","1.4","0.15","19.506","16.473","233.864","146.306"
"6","20","6","132","91","17","1.8","0.15","83.527","18.845","1391.333","1262.761"
"6","20","7","134","174","19","1.8","0.15","177.886","23.063","2864.174","2683.414"
"6","20","8","274","249","21","2.1","0.15","335.635","28.33","5474.576","5201.318"
"6","20","9","225","340","22","2.6","0.15","455.24","31.287","7462.746","7119.04"
"6","20","10","74","392","23","3","0.15","437.167","31.368","7080.259","6750.106"
"6","20","11","24","345","23","3.1","0.15","360.64","29.787","5819.896","5534.403"
"6","20","12","22","343","23","3.1","0.15","361.76","29.811","5829.416","5543.585"
"6","20","13","11","220","23","3.1","0.15","229.242","27.314","3685.561","3475.696"
"6","20","14","6","171","23","3.1","0.15","175.154","26.296","2810.177","2631.33"
"6","20","15","95","354","23","2.7","0.15","460.016","32.369","7476.186","7132.004"
"6","20","16","232","276","23","2.2","0.15","486.542","33.96","7977.433","7615.49"
"6","20","17","92","192","23","1.8","0.15","260.959","29.358","4329.977","4097.277"
"6","20","18","8","98","22","1.1","0.15","102.173","24.904","1672.364","1533.834"
"6","20","19","0","33","21","0.7","0.15","32.735","22.016","488.526","391.944"
"6","20","20","0","0","20","0.7","0.15","0","20","0","0"
"6","20","21","0","0","19","0.7","0.15","0","19","0","0"
"6","20","22","0","0","19","0.8","0.15","0","19","0","0"
"6","20","23","0","0","19","0.8","0.15","0","19","0","0"
"6","21","0","0","0","19","0.9","0.15","0","19","0","0"
"6","21","1","0","0","19","0.9","0.15","0","19","0","0"
"6","21","2","0","0","19","1","0.15","0","19","0","0"
"6","21","3","0","0","19","1.2","0.15","0","19","0","0"
"6","21","4","0","0","19","1.7","0.15","0","19","0","0"
"6","21","5","0","15","19","2.3","0.15","14.611","19.292","168.427","83.187"
"6","21","6","134","91","20","2.7","0.15","83.636","21.55","1377.361","1249.285"
"6","21","7","308","157","21","2.8","0.15","192.145","24.461","2941.318","2757.824"
"6","21","8","124","261","22","2.8","0.15","288.573","27.598","4730.655","4483.758"
"6","21","9","10","218","23","2.9","0.15","216.973","27.219","3521.577","3317.523"
"6","21","10","263","402","24","2.8","0.15","592.631","35.769","9523.791","9107.054"
"6","21","11","278","444","25","2.6","0.15","697.298","39.431","11015.444","10545.852"
"6","21","12","104","469","26","2.4","0.15","578.098","38.377","9104.574","8702.691"
"6","21","13","292","447","26","2.3","0.15","777.458","43.112","12101.573","11593.495"
"6","21","14","154","428","27","2.5","0.15","611.78","39.935","9638.308","9217.513"
"6","21","15","702","177","26","2.9","0.15","867.101","43.322","13727.673","13161.976"
"6","21","16","647","155","26","3.1","0.15","710.6","39.75","11522.677","11035.112"
"6","21","17","78","190","25","2.7","0.15","249.801","30.111","4123.711","3898.32"
